"hmain","hname","province_id","hlevel","hclass","hrib","hfund","hpmodel","catm","htype","subtype","datein","dateout","remark","weight","status_uc","hname_title","hname_name","hmain9","f_hcap","f_hreserve","cross_province","hid","ingest_tm"
"00292",สสอ.กันทรารมย์,"3300","35","M,N","60,70",,,"33032000","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,กันทรารมย์,"000029200",,,N,30216,"20240410185051"
"00293",สสอ.กันทรลักษ์,"3300","36",R0210,"61",,N,"33041400","0010","001006",2021-07-01 00:00:00.000,,ขึ้นทะเบียนหน่วยร่วมให้บริการด้านแพทย์แผนไทย 1 ต.ค. 63,,"4",สำนักงานสาธารณสุขอำเภอ,กันทรลักษ์,"000029300",,,N,30217,"20240410185051"
"00294",สสอ.ขุขันธ์,"3300","35","M,N","60,70",,,"33052400","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ขุขันธ์,"000029400",,,N,30218,"20240410185051"
"00295",สสอ.ไพรบึง,"3300","35","M,N","60,70",,,"33060100","0010","001006",2011-11-07 00:00:00.000,,แก้ไขที่อยู่,,"7",สำนักงานสาธารณสุขอำเภอ,ไพรบึง,"000029500",,,N,48747,"20240410185051"
"00296",สสอ.ปรางค์กู่,"3300","35","M,N","60,70",,,"33070200","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ปรางค์กู่,"000029600",,,N,30219,"20240410185051"
"00297",สสอ.ขุนหาญ,"3300","35","M,N","60,70",,,"33080600","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ขุนหาญ,"000029700",,,N,30220,"20240410185051"
"00298",สสอ.ราษีไศล,"3300","35","M,N","60,70",,,"33090600","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,ราษีไศล,"000029800",,,N,30221,"20240410185051"
"00299",สสอ.อุทุมพรพิสัย,"3300","35","M,N","60,70",,,"33100300","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,อุทุมพรพิสัย,"000029900",,,N,30222,"20240410185051"
"00300",สสอ.บึงบูรพ์,"3300","35","M,N","60,70",,,"33110200","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,บึงบูรพ์,"000030000",,,N,30223,"20240410185051"
"00301",สสอ.ห้วยทับทัน,"3300","35","M,N","60,70",,,"33120301","0010","001006",2011-11-07 00:00:00.000,,แก้ไขที่อยู่,,"7",สำนักงานสาธารณสุขอำเภอ,ห้วยทับทัน,"000030100",,,N,48748,"20240410185051"
"00302",สสอ.โนนคูณ,"3300","35","M,N","60,70",,,"33130100","0010","001006",2009-04-27 00:00:00.000,,Initial,,"7",สำนักงานสาธารณสุขอำเภอ,โนนคูณ,"000030200",,,N,30224,"20240410185051"
"01022",รพ.สต.บ้านหนองกางเขน,"1200","36",P,"54",,,"12030204","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านหนองกางเขน,"000102200",,,N,48847,"20240410185051"
"01023",รพ.สต.บางแม่นาง,"1200","36",P,"54",,,"12030205","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางแม่นาง,"000102300",,,N,48848,"20240410185051"
"01024",รพ.สต.บางเลน,"1200","36",P,"54",,,"12030308","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางเลน,"000102400",,,N,48849,"20240410185051"
"01025",รพ.สต.เสาธงหิน,"1200","36",P,"54",,,"12030404","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,เสาธงหิน,"000102500",,,N,48850,"20240410185051"
"01026",รพ.สต.บ้านใหม่ หมู่ที่ 4 วิหารประชา,"1200","36",P,"54",,I,"12030604","0016","001601",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.วิหารประชา เป็น รพ.สต.บ้านใหม่ หมู่ที่ 4 วิหารประชา)/28-1-65 //ด่วนที่สุด ที่ นบ 0033.02/4017 ลว.9 มิ.ย..65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขที่ตั้งจาก 7/1 ม.4 ต.บ้านใหม่ เป็น 35 ม.4 ต.บางแม่นาง)/16-6-65 //สธ 0205.04/3101 ลว.18ก.ค.65 เรื่องขอแก้ไขชื่อและที่ตั้งของหน่วยบริการสุขภาพ(จาก ต.บางแม่นาง เป็น ต.บ้านใหม่)/20-7-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านใหม่ หมู่ที่ 4 วิหารประชา,"000102600",,,N,48851,"20240410185051"
"01027",รพ.สต.บ้านใหม่,"1200","36",P,"54",,,"12030606","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านใหม่,"000102700",,,N,48852,"20240410185051"
"01028",รพ.สต.บ้านดอนตะลุมพุก,"1200","36",P,"54",,,"12030608","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านดอนตะลุมพุก,"000102800",,,N,48853,"20240410185051"
"01029",รพ.สต.หมู่ที่ 5 ต.บางบัวทอง,"1200","36",P,"54",,I,"12040205","0016","001601",2005-11-03 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.หมู่ 5 บางบัวทอง เป็น รพ.สต.หมู่ที่ 5 ต.บางบัวทอง)/28-1-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หมู่ที่ 5 ต.บางบัวทอง,"000102900",,,N,48854,"20240410185051"
"01030",รพ.สต.คลองตาคล้าย,"1200","36",P,"54",,,"12040207","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คลองตาคล้าย,"000103000",,,N,48855,"20240410185051"
"01031",รพ.สต.หมู่ที่ 12 ต.บางบัวทอง,"1200","36",P,"54",,I,"12040212","0016","001601",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต. หมู่ 12 บางบัวทอง เป็น รพ.สต.หมู่ที่ 12 ต.บางบัวทอง)/28-1-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,หมู่ที่ 12 ต.บางบัวทอง,"000103100",,,N,48856,"20240410185051"
"01032",รพ.สต.วัดบางไผ่,"1200","36",P,"54",,,"12040803","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วัดบางไผ่,"000103200",,,N,48857,"20240410185051"
"01033",รพ.สต.บางรักใหญ่,"1200","36",P,"54",,,"12040311","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางรักใหญ่,"000103300",,,N,48858,"20240410185051"
"01034",รพ.สต.บางคูรัด,"1200","36",P,"54",,I,"12040403","0016","001601",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.หมู่ 3 บางคูรัด เป็น รพ.สต.บางคูรัด)/28-1-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บางคูรัด,"000103400",,,N,48859,"20240410185051"
"01035",รพ.สต.วัดเต็มรัก,"1200","36",P,"54",,,"12040408","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วัดเต็มรัก,"000103500",,,N,48860,"20240410185051"
"01036",รพ.สต.บ้านสุเหร่าแดง,"1200","36",P,"54",,,"12040507","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านสุเหร่าแดง,"000103600",,,N,48861,"20240410185051"
"01037",รพ.สต.สุเหร่าเขียว,"1200","36",P,"54",,,"12040508","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,สุเหร่าเขียว,"000103700",,,N,48862,"20240410185051"
"01038",รพ.สต.วัดลำโพ,"1200","36",P,"54",,,"12040603","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วัดลำโพ,"000103800",,,N,48863,"20240410185051"
"01039",รพ.สต.ลำโพ,"1200","36",P,"54",,,"12040607","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,ลำโพ,"000103900",,,N,48864,"20240410185051"
"01040",รพ.สต.โรงกระโจม,"1200","36",P,"54",,,"12040707","0010","001005",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,โรงกระโจม,"000104000",,,N,48865,"20240410185051"
"01041",รพ.สต.บ้านบางแพรก,"1200","36",P,"54",,,"12040804","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,บ้านบางแพรก,"000104100",,,N,48866,"20240410185051"
"01042",รพ.สต.วัดลาดปลาดุก,"1200","36",P,"54",,,"12040807","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วัดลาดปลาดุก,"000104200",,,N,48867,"20240410185051"
"01044",รพ.สต.วัดราษฎร์นิยม,"1200","36",P,"54",,,"12050202","0016","001601",2002-10-01 00:00:00.000,,เปลี่ยน HTITLE เป็น รพ.สต.,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,วัดราษฎร์นิยม,"000104400",,,N,48868,"20240410185051"
"01045",รพ.สต.คลองลากค้อน ต.ราษฎร์นิยม,"1200","36",P,"54",,I,"12050204","0010","001005",2002-10-01 00:00:00.000,,ด่วนที่สุด ที่ นบ 0032.02/151 ลว.11ม.ค.65 เรื่องแจ้งผลการตรวจสอบรายชื่อหน่วยบริการสาธารณสุข (แก้ไขชื่อจาก รพ.สต.คลองลากค้อน เป็น รพ.สต.คลองลากค้อน ต.ราษฎร์นิยม)/28-1-65,,"1",โรงพยาบาลส่งเสริมสุขภาพตำบล,คลองลากค้อน ต.ราษฎร์นิยม,"000104500",,,N,48869,"20240410185051"
